,INI_SIGN_MONTH,INI_CONTRACT_TYPE,CONTRACT1_TYPE,CONTRACT2_TYPE,CONTRACT3_TYPE,CONTRACTS,CONTRACTS_GR,DUR_INI_FIRST,DUR_INI_SECOND,DUR_INI_THIRD,DUR_FIRST_SECOND,DUR_FIRST_THIRD,DUR_SECOND_THIRD,CLIENTS
12869,2021-05-01,CD,CD,CD,CL,5,3+,4.0,11.0,18.0,7.0,14.0,7.0,1
12870,2021-05-01,CD,CD,CD,CD,3,3,7.0,15.0,25.0,8.0,18.0,10.0,1
12871,2021-05-01,CC,CL,CC,CL,5,3+,7.0,14.0,23.0,7.0,16.0,9.0,1
12872,2021-05-01,CD,CD,CL,NC,2,2,21.0,27.0,,6.0,,,2
12873,2021-05-01,CD,CL,TW,NC,2,2,14.0,34.0,,20.0,,,1
12874,2021-05-01,CD,CD,CD,CD,4,3+,20.0,27.0,30.0,7.0,10.0,3.0,1
12875,2021-05-01,CD,CD,CD,TW,3,3,23.0,27.0,30.0,4.0,7.0,3.0,1
12876,2021-05-01,CD,CD,TW,NC,2,2,17.0,20.0,,3.0,,,1
12877,2021-05-01,CD,CD,CC,CL,6,3+,10.0,21.0,21.0,11.0,11.0,0.0,1
12878,2021-05-01,CD,CC,CD,CC,3,3,1.0,37.0,37.0,36.0,36.0,0.0,1
12879,2021-05-01,CD,CD,CD,CD,3,3,1.0,11.0,19.0,10.0,18.0,8.0,1
12880,2021-05-01,CD,CL,CL,CL,4,3+,4.0,10.0,16.0,6.0,12.0,6.0,1
12881,2021-06-01,CD,CC,CD,NC,2,2,12.0,22.0,,10.0,,,1
12882,2021-06-01,CD,CD,CD,CD,3,3,14.0,24.0,36.0,10.0,22.0,12.0,1
12883,2021-06-01,CD,CD,CD,CD,4,3+,4.0,6.0,10.0,2.0,6.0,4.0,1
12884,2021-06-01,CD,CD,CD,NC,2,2,3.0,20.0,,17.0,,,1
12885,2021-06-01,CD,CC,CL,CL,3,3,5.0,18.0,32.0,13.0,27.0,14.0,1
12886,2021-06-01,CD,CD,CD,CD,3,3,7.0,26.0,31.0,19.0,24.0,5.0,1
12887,2021-06-01,CD,CD,CD,CC,4,3+,8.0,24.0,29.0,16.0,21.0,5.0,1
12888,2021-06-01,CL,CL,NC,NC,1,1,38.0,,,,,,2
12889,2021-06-01,CD,CD,HPL,NC,2,2,34.0,34.0,,0.0,,,3
12890,2021-06-01,CD,CD,CC,CC,6,3+,2.0,16.0,19.0,14.0,17.0,3.0,1
12891,2021-06-01,CD,CD,CD,CD,3,3,5.0,17.0,25.0,12.0,20.0,8.0,2
12892,2021-06-01,CD,CD,CD,CD,3,3,16.0,20.0,33.0,4.0,17.0,13.0,1
12893,2021-06-01,CD,CD,CD,NC,2,2,3.0,19.0,,16.0,,,5
12894,2021-06-01,CD,CD,CD,CD,3,3,9.0,23.0,30.0,14.0,21.0,7.0,1
12895,2021-06-01,CD,CD,CD,CD,3,3,26.0,36.0,39.0,10.0,13.0,3.0,1
12896,2021-06-01,CL,CL,CL,NC,2,2,9.0,12.0,,3.0,,,1
12897,2021-06-01,CD,CD,CD,CD,4,3+,1.0,15.0,27.0,14.0,26.0,12.0,1
12898,2021-06-01,CD,CL,CL,NC,2,2,16.0,38.0,,22.0,,,1
12899,2021-06-01,CD,CL,CL,NC,2,2,15.0,37.0,,22.0,,,3
12900,2021-06-01,CD,CL,HPL,NC,2,2,20.0,40.0,,20.0,,,1
12901,2021-06-01,CD,CD,CD,CL,4,3+,25.0,25.0,35.0,0.0,10.0,10.0,1
12902,2021-06-01,CD,CD,CD,CD,3,3,3.0,10.0,15.0,7.0,12.0,5.0,1
12903,2021-06-01,CD,CD,CD,CD,3,3,5.0,36.0,39.0,31.0,34.0,3.0,2
12904,2021-06-01,CD,CD,CD,CD,3,3,6.0,10.0,12.0,4.0,6.0,2.0,1
12905,2021-06-01,CD,CD,CL,CC,3,3,6.0,16.0,32.0,10.0,26.0,16.0,1
12906,2021-06-01,CD,CD,CD,CD,3,3,7.0,14.0,28.0,7.0,21.0,14.0,1
12907,2021-06-01,CD,CD,CD,CD,5,3+,4.0,12.0,14.0,8.0,10.0,2.0,1
12908,2021-06-01,CD,CD,CD,CD,3,3,4.0,8.0,10.0,4.0,6.0,2.0,2
12909,2021-07-01,CD,CL,CD,NC,2,2,6.0,11.0,,5.0,,,1
12910,2021-06-01,CD,CL,CL,CC,3,3,16.0,25.0,30.0,9.0,14.0,5.0,1
12911,2021-06-01,CD,CD,CD,NC,2,2,5.0,39.0,,34.0,,,8
12912,2021-06-01,CD,CC,CD,NC,2,2,0.0,35.0,,35.0,,,2
12913,2021-06-01,CD,CD,CD,CD,6,3+,5.0,8.0,10.0,3.0,5.0,2.0,1
12914,2021-06-01,CD,CD,CL,NC,2,2,9.0,18.0,,9.0,,,3
12915,2021-06-01,CD,CD,CD,HPL,3,3,22.0,28.0,37.0,6.0,15.0,9.0,1
12916,2021-06-01,CD,CD,CD,CD,4,3+,10.0,14.0,31.0,4.0,21.0,17.0,1
12917,2021-06-01,CD,CD,CD,CD,6,3+,15.0,19.0,24.0,4.0,9.0,5.0,1
12918,2021-06-01,CD,CD,CC,NC,2,2,5.0,21.0,,16.0,,,1
12919,2021-06-01,CD,CL,CL,NC,2,2,34.0,37.0,,3.0,,,1
12920,2021-06-01,CL,CL,CL,CL,4,3+,5.0,12.0,24.0,7.0,19.0,12.0,1
12921,2021-06-01,CD,CD,CD,HPL,3,3,14.0,19.0,34.0,5.0,20.0,15.0,1
12922,2021-06-01,CD,CC,CD,NC,2,2,4.0,13.0,,9.0,,,1
12923,2021-06-01,CD,TW,CD,CD,5,3+,5.0,23.0,30.0,18.0,25.0,7.0,1
12924,2021-06-01,CD,CD,CL,CD,7,3+,6.0,22.0,23.0,16.0,17.0,1.0,1
12925,2021-06-01,CD,CD,TW,NC,2,2,29.0,36.0,,7.0,,,1
12926,2021-06-01,CD,CD,CD,CD,4,3+,1.0,9.0,16.0,8.0,15.0,7.0,1
12927,2021-06-01,CD,CL,CC,NC,2,2,40.0,40.0,,0.0,,,1
12928,2021-06-01,CL,CL,NC,NC,1,1,2.0,,,,,,2
12929,2021-06-01,CD,CD,CL,CD,4,3+,3.0,12.0,26.0,9.0,23.0,14.0,1
12930,2021-06-01,CD,CD,CL,CC,4,3+,22.0,26.0,26.0,4.0,4.0,0.0,1
12931,2021-06-01,CD,CD,CD,TW,4,3+,14.0,19.0,32.0,5.0,18.0,13.0,1
12932,2021-06-01,CD,CD,CD,CD,3,3,8.0,28.0,29.0,20.0,21.0,1.0,1
12933,2021-06-01,CD,CC,CD,NC,2,2,34.0,37.0,,3.0,,,1
12934,2021-06-01,CD,CD,CD,CD,3,3,5.0,8.0,10.0,3.0,5.0,2.0,1
12935,2021-06-01,CD,CD,CD,CD,3,3,25.0,34.0,38.0,9.0,13.0,4.0,2
12936,2021-06-01,CC,CL,NC,NC,1,1,27.0,,,,,,1
12937,2021-06-01,CD,CD,CD,CD,3,3,18.0,20.0,23.0,2.0,5.0,3.0,1
12938,2021-06-01,CD,CD,CD,CD,3,3,15.0,30.0,36.0,15.0,21.0,6.0,1
12939,2021-06-01,CL,CL,CL,NC,2,2,18.0,31.0,,13.0,,,1
12940,2021-06-01,CD,CD,CC,NC,2,2,12.0,19.0,,7.0,,,1
12941,2021-06-01,CL,CL,CL,CL,3,3,9.0,17.0,29.0,8.0,20.0,12.0,1
12942,2021-06-01,CD,CD,CD,CD,4,3+,4.0,8.0,20.0,4.0,16.0,12.0,2
12943,2021-06-01,CD,CD,CL,NC,2,2,10.0,16.0,,6.0,,,3
12944,2021-06-01,CC,CD,CD,NC,2,2,15.0,23.0,,8.0,,,1
12945,2021-06-01,CD,CD,CD,CC,3,3,11.0,16.0,20.0,5.0,9.0,4.0,1
12946,2021-06-01,CD,CD,CC,CD,3,3,11.0,19.0,30.0,8.0,19.0,11.0,1
12947,2021-06-01,CD,CD,CD,CD,3,3,10.0,14.0,23.0,4.0,13.0,9.0,1
12948,2021-06-01,CD,CD,CD,CD,6,3+,9.0,13.0,19.0,4.0,10.0,6.0,1
12949,2021-06-01,CD,CD,CD,CL,3,3,20.0,29.0,40.0,9.0,20.0,11.0,1
12950,2021-06-01,CD,CD,CD,CC,4,3+,17.0,27.0,27.0,10.0,10.0,0.0,1
12951,2021-06-01,CD,CD,CD,CD,3,3,10.0,19.0,38.0,9.0,28.0,19.0,1
12952,2021-06-01,CD,CD,CD,CD,5,3+,8.0,13.0,34.0,5.0,26.0,21.0,1
12953,2021-06-01,TW,CD,NC,NC,1,1,28.0,,,,,,5
12954,2021-06-01,CD,CD,CD,CD,4,3+,2.0,10.0,18.0,8.0,16.0,8.0,1
12955,2021-06-01,CD,CD,CD,CC,4,3+,14.0,31.0,38.0,17.0,24.0,7.0,1
12956,2021-06-01,CD,CD,CL,CL,4,3+,15.0,16.0,21.0,1.0,6.0,5.0,1
12957,2021-06-01,CD,CD,CL,CC,6,3+,8.0,10.0,19.0,2.0,11.0,9.0,1
12958,2021-06-01,CD,CD,CD,CC,3,3,29.0,38.0,38.0,9.0,9.0,0.0,1
12959,2021-06-01,CD,CD,CD,CD,3,3,25.0,29.0,30.0,4.0,5.0,1.0,1
12960,2021-06-01,CD,CD,CD,NC,2,2,27.0,37.0,,10.0,,,7
12961,2021-06-01,CD,CL,CD,NC,2,2,6.0,10.0,,4.0,,,3
12962,2021-06-01,CD,CD,CD,CD,3,3,10.0,28.0,34.0,18.0,24.0,6.0,2
12963,2021-06-01,CD,CD,CL,CD,3,3,3.0,11.0,36.0,8.0,33.0,25.0,1
12964,2021-06-01,TW,CD,CD,NC,2,2,29.0,37.0,,8.0,,,1
12965,2021-06-01,CD,CD,CD,CD,3,3,22.0,27.0,35.0,5.0,13.0,8.0,1
12966,2021-06-01,CD,CD,CL,CD,3,3,15.0,22.0,35.0,7.0,20.0,13.0,1
12967,2021-06-01,CD,CD,TW,NC,2,2,26.0,31.0,,5.0,,,1
12968,2021-06-01,CD,CD,CD,CD,3,3,3.0,11.0,28.0,8.0,25.0,17.0,1
12969,2021-06-01,CD,CC,CD,NC,2,2,3.0,3.0,,0.0,,,1
12970,2021-06-01,CD,CL,CL,CC,3,3,5.0,22.0,37.0,17.0,32.0,15.0,1
12971,2021-06-01,CD,CD,CD,CD,5,3+,8.0,14.0,19.0,6.0,11.0,5.0,1
12972,2021-06-01,CD,CD,CD,CD,3,3,5.0,11.0,11.0,6.0,6.0,0.0,1
12973,2021-06-01,CD,CD,CL,NC,2,2,16.0,38.0,,22.0,,,1
12974,2021-06-01,CD,CD,CD,HPL,3,3,15.0,38.0,39.0,23.0,24.0,1.0,1
12975,2021-06-01,CD,CD,CD,CC,3,3,16.0,32.0,38.0,16.0,22.0,6.0,1
12976,2021-06-01,CD,CL,CD,NC,2,2,17.0,33.0,,16.0,,,1
12977,2021-06-01,CD,CD,CD,CD,4,3+,12.0,16.0,20.0,4.0,8.0,4.0,1
12978,2021-06-01,CD,CD,CD,CD,3,3,5.0,20.0,38.0,15.0,33.0,18.0,1
12979,2021-06-01,CD,CD,HPL,NC,2,2,36.0,36.0,,0.0,,,2
12980,2021-06-01,CD,CD,CD,CL,3,3,17.0,21.0,40.0,4.0,23.0,19.0,1
12981,2021-06-01,CD,CD,CD,CD,3,3,23.0,23.0,29.0,0.0,6.0,6.0,1
12982,2021-06-01,CD,CD,CD,CD,3,3,12.0,20.0,37.0,8.0,25.0,17.0,2
12983,2021-06-01,CC,CL,CD,TW,4,3+,6.0,32.0,34.0,26.0,28.0,2.0,1
12984,2021-06-01,CD,CD,CD,CD,3,3,26.0,36.0,37.0,10.0,11.0,1.0,1
12985,2021-06-01,CD,CD,CL,NC,2,2,16.0,30.0,,14.0,,,1
12986,2021-06-01,CD,CD,CD,CD,3,3,10.0,29.0,37.0,19.0,27.0,8.0,2
12987,2021-06-01,CL,CC,NC,NC,1,1,8.0,,,,,,1
12988,2021-06-01,CD,CD,CD,CD,3,3,9.0,22.0,23.0,13.0,14.0,1.0,1
12989,2021-06-01,CD,CD,CD,NC,2,2,24.0,28.0,,4.0,,,7
12990,2021-06-01,CD,CD,CD,CD,3,3,19.0,25.0,35.0,6.0,16.0,10.0,2
12991,2021-06-01,CD,CD,CD,CD,5,3+,9.0,23.0,26.0,14.0,17.0,3.0,2
12992,2021-06-01,CD,CL,CC,NC,2,2,11.0,21.0,,10.0,,,1
12993,2021-06-01,CD,CC,CD,CD,5,3+,0.0,5.0,15.0,5.0,15.0,10.0,1
12994,2021-06-01,CD,CD,CL,NC,2,2,2.0,7.0,,5.0,,,1
12995,2021-06-01,TW,CL,CL,NC,2,2,13.0,19.0,,6.0,,,1
12996,2021-06-01,CL,CL,CC,NC,2,2,8.0,17.0,,9.0,,,1
12997,2021-06-01,CD,HPL,NC,NC,1,1,34.0,,,,,,6
12998,2021-06-01,CD,CD,CD,CD,3,3,13.0,19.0,25.0,6.0,12.0,6.0,2
12999,2021-06-01,CD,CD,CD,CL,3,3,17.0,24.0,36.0,7.0,19.0,12.0,1
13000,2021-06-01,CD,CD,CD,CD,3,3,21.0,30.0,36.0,9.0,15.0,6.0,1
13001,2021-06-01,CD,CD,CD,CD,3,3,16.0,22.0,26.0,6.0,10.0,4.0,1
13002,2021-06-01,CD,CD,CD,NC,2,2,1.0,11.0,,10.0,,,2
13003,2021-06-01,CD,CD,CD,CD,4,3+,6.0,26.0,35.0,20.0,29.0,9.0,2
13004,2021-06-01,CD,CD,CD,CD,3,3,23.0,31.0,38.0,8.0,15.0,7.0,1
13005,2021-06-01,CD,CD,CL,CD,4,3+,12.0,16.0,30.0,4.0,18.0,14.0,1
13006,2021-06-01,CD,TW,CC,CD,3,3,9.0,9.0,20.0,0.0,11.0,11.0,1
13007,2021-06-01,CD,CD,CD,CL,3,3,4.0,17.0,27.0,13.0,23.0,10.0,1
13008,2021-06-01,CD,CC,CL,CL,3,3,17.0,17.0,39.0,0.0,22.0,22.0,1
13009,2021-06-01,TW,CD,CD,NC,2,2,8.0,17.0,,9.0,,,1
13010,2021-06-01,CD,TW,HPL,TW,3,3,11.0,36.0,36.0,25.0,25.0,0.0,1
13011,2021-06-01,CD,CL,CL,CD,6,3+,5.0,10.0,31.0,5.0,26.0,21.0,1
13012,2021-06-01,CD,CD,CD,CD,3,3,8.0,17.0,39.0,9.0,31.0,22.0,1
13013,2021-06-01,CD,CD,TW,NC,2,2,8.0,26.0,,18.0,,,1
13014,2021-06-01,CD,CL,CC,CL,4,3+,5.0,31.0,34.0,26.0,29.0,3.0,1
13015,2021-06-01,CD,CD,CD,CD,3,3,14.0,34.0,38.0,20.0,24.0,4.0,1
13016,2021-06-01,CD,CD,CD,CD,4,3+,11.0,14.0,16.0,3.0,5.0,2.0,1
13017,2021-06-01,CL,CL,CL,NC,2,2,22.0,25.0,,3.0,,,1
13018,2021-06-01,CD,CD,CD,CD,4,3+,3.0,12.0,16.0,9.0,13.0,4.0,1
13019,2021-06-01,CD,CD,HPL,NC,2,2,13.0,31.0,,18.0,,,2
13020,2021-06-01,CD,TW,CD,NC,2,2,5.0,35.0,,30.0,,,1
13021,2021-06-01,CD,CD,CD,CD,4,3+,11.0,12.0,18.0,1.0,7.0,6.0,1
13022,2021-06-01,CD,CD,CD,CD,4,3+,12.0,19.0,22.0,7.0,10.0,3.0,1
13023,2021-06-01,CD,CL,CC,CL,4,3+,13.0,19.0,19.0,6.0,6.0,0.0,1
13024,2021-06-01,CD,CD,CD,CD,3,3,6.0,30.0,35.0,24.0,29.0,5.0,1
13025,2021-06-01,CD,CD,CD,CD,3,3,7.0,17.0,34.0,10.0,27.0,17.0,1
13026,2021-06-01,CD,CD,CD,CL,3,3,8.0,17.0,20.0,9.0,12.0,3.0,1
13027,2021-06-01,CD,HPL,CC,NC,2,2,29.0,31.0,,2.0,,,1
13028,2021-06-01,CD,CD,CD,TW,3,3,4.0,9.0,20.0,5.0,16.0,11.0,1
13029,2021-06-01,CD,CD,CD,NC,2,2,25.0,39.0,,14.0,,,8
13030,2021-06-01,CD,CD,CL,CL,3,3,15.0,21.0,27.0,6.0,12.0,6.0,1
13031,2021-06-01,CD,CD,CD,CD,3,3,4.0,10.0,12.0,6.0,8.0,2.0,1
13032,2021-06-01,CD,CD,CD,CD,3,3,4.0,9.0,25.0,5.0,21.0,16.0,1
13033,2021-06-01,CD,TW,CD,NC,2,2,5.0,31.0,,26.0,,,1
13034,2021-06-01,CD,CD,CL,CL,6,3+,6.0,9.0,23.0,3.0,17.0,14.0,1
13035,2021-06-01,CD,CL,CL,CL,3,3,15.0,27.0,37.0,12.0,22.0,10.0,1
13036,2021-06-01,CL,CL,CL,CC,4,3+,10.0,22.0,31.0,12.0,21.0,9.0,1
13037,2021-07-01,CL,CD,NC,NC,1,1,6.0,,,,,,7
13038,2021-06-01,CL,CL,NC,NC,1,1,39.0,,,,,,1
13039,2021-06-01,CD,CD,CL,NC,2,2,7.0,19.0,,12.0,,,1
13040,2021-06-01,CD,CC,CD,CD,3,3,17.0,30.0,33.0,13.0,16.0,3.0,1
13041,2021-07-01,CL,CD,CD,NC,2,2,4.0,10.0,,6.0,,,1
13042,2021-06-01,CD,CD,CC,NC,2,2,19.0,23.0,,4.0,,,1
13043,2021-07-01,CD,CD,CD,CC,3,3,7.0,15.0,15.0,8.0,8.0,0.0,1
13044,2021-07-01,CD,CL,CC,CL,4,3+,5.0,18.0,18.0,13.0,13.0,0.0,1
13045,2021-07-01,CD,CD,CD,NC,2,2,22.0,35.0,,13.0,,,4
13046,2021-07-01,CD,CD,CD,CD,4,3+,6.0,10.0,14.0,4.0,8.0,4.0,1
13047,2021-07-01,CD,CL,CD,NC,2,2,11.0,20.0,,9.0,,,1
13048,2021-07-01,CD,CD,CD,TW,3,3,3.0,15.0,31.0,12.0,28.0,16.0,1
13049,2021-07-01,CD,CD,CD,NC,2,2,21.0,26.0,,5.0,,,3
13050,2021-07-01,CD,CD,CD,NC,2,2,7.0,34.0,,27.0,,,4
13051,2021-07-01,CD,CD,CD,NC,2,2,2.0,30.0,,28.0,,,4
13052,2021-07-01,CD,CD,CC,NC,2,2,19.0,20.0,,1.0,,,1
13053,2021-07-01,CD,CC,CL,CL,3,3,7.0,20.0,38.0,13.0,31.0,18.0,1
13054,2021-07-01,CD,CD,CD,CD,3,3,4.0,7.0,36.0,3.0,32.0,29.0,1
13055,2021-07-01,CD,CD,CL,CL,5,3+,6.0,14.0,22.0,8.0,16.0,8.0,1
13056,2021-07-01,CD,CD,CC,NC,2,2,9.0,20.0,,11.0,,,1
13057,2021-07-01,CD,CD,CD,NC,2,2,8.0,37.0,,29.0,,,5
13058,2021-07-01,CD,CD,CD,NC,2,2,15.0,30.0,,15.0,,,3
13059,2021-07-01,CD,CD,CD,CD,3,3,5.0,10.0,22.0,5.0,17.0,12.0,1
13060,2021-07-01,CD,CD,CL,HPL,3,3,0.0,37.0,38.0,37.0,38.0,1.0,1
13061,2021-07-01,CD,CD,CL,CD,3,3,27.0,30.0,30.0,3.0,3.0,0.0,1
13062,2021-07-01,TW,CD,NC,NC,1,1,12.0,,,,,,4
13063,2021-07-01,CD,CD,CD,CD,4,3+,3.0,23.0,26.0,20.0,23.0,3.0,1
13064,2021-07-01,CD,CD,CD,CC,3,3,12.0,36.0,36.0,24.0,24.0,0.0,1
13065,2021-07-01,CD,CD,CD,CD,3,3,23.0,31.0,35.0,8.0,12.0,4.0,1
13066,2021-07-01,CD,CD,CD,NC,2,2,10.0,16.0,,6.0,,,2
13067,2021-07-01,CD,CD,CD,CL,4,3+,6.0,21.0,37.0,15.0,31.0,16.0,1
13068,2021-07-01,CL,CD,NC,NC,1,1,27.0,,,,,,2
13069,2021-07-01,CD,CD,CD,CD,4,3+,3.0,9.0,21.0,6.0,18.0,12.0,1
13070,2021-07-01,CD,CD,CD,CD,3,3,14.0,27.0,32.0,13.0,18.0,5.0,1
13071,2021-07-01,CD,CC,CD,CD,3,3,5.0,13.0,28.0,8.0,23.0,15.0,1
13072,2021-07-01,CD,CD,CD,HPL,4,3+,10.0,35.0,39.0,25.0,29.0,4.0,1
13073,2021-07-01,CD,CD,CD,CD,5,3+,19.0,24.0,30.0,5.0,11.0,6.0,1
13074,2021-07-01,CD,CD,CD,NC,2,2,33.0,35.0,,2.0,,,6
13075,2021-07-01,CD,CD,CD,CC,3,3,2.0,5.0,9.0,3.0,7.0,4.0,1
13076,2021-07-01,CD,CD,CC,CD,3,3,13.0,16.0,33.0,3.0,20.0,17.0,1
13077,2021-07-01,CD,CD,CD,CD,3,3,23.0,37.0,38.0,14.0,15.0,1.0,1
13078,2021-07-01,CD,CD,CD,CD,3,3,8.0,24.0,30.0,16.0,22.0,6.0,1
13079,2021-07-01,CC,CL,CD,CD,3,3,7.0,26.0,33.0,19.0,26.0,7.0,1
13080,2021-07-01,CD,CD,CD,NC,2,2,13.0,31.0,,18.0,,,4
13081,2021-07-01,CD,CL,CL,NC,2,2,6.0,25.0,,19.0,,,2
13082,2021-07-01,CD,CD,CD,NC,2,2,6.0,32.0,,26.0,,,9
13083,2021-07-01,CD,CD,CD,CD,3,3,6.0,29.0,34.0,23.0,28.0,5.0,1
13084,2021-07-01,CD,CD,CD,CD,4,3+,15.0,34.0,39.0,19.0,24.0,5.0,1
13085,2021-07-01,CD,CD,CL,NC,2,2,22.0,25.0,,3.0,,,2
13086,2021-07-01,CD,CD,CD,CC,5,3+,6.0,12.0,12.0,6.0,6.0,0.0,1
13087,2021-07-01,CD,CD,CD,CD,3,3,18.0,30.0,37.0,12.0,19.0,7.0,1
13088,2021-07-01,CD,CD,CD,CD,3,3,7.0,10.0,21.0,3.0,14.0,11.0,1
13089,2021-07-01,CD,CD,CD,CL,6,3+,5.0,11.0,18.0,6.0,13.0,7.0,1
13090,2021-07-01,CD,CL,CD,CL,4,3+,15.0,24.0,32.0,9.0,17.0,8.0,1
13091,2021-07-01,CD,CD,CD,NC,2,2,16.0,24.0,,8.0,,,4
13092,2021-07-01,CD,CD,CD,CD,4,3+,25.0,30.0,33.0,5.0,8.0,3.0,1
13093,2021-07-01,CD,CD,CD,CD,3,3,9.0,12.0,17.0,3.0,8.0,5.0,1
13094,2021-07-01,CD,CD,CC,CD,4,3+,7.0,7.0,33.0,0.0,26.0,26.0,1
13095,2021-07-01,CD,CD,HPL,CD,3,3,24.0,39.0,39.0,15.0,15.0,0.0,1
13096,2021-07-01,CD,CD,CD,NC,2,2,4.0,28.0,,24.0,,,2
13097,2021-07-01,CD,CD,CD,CC,3,3,11.0,15.0,28.0,4.0,17.0,13.0,1
13098,2021-07-01,CD,CL,CL,CL,3,3,5.0,9.0,18.0,4.0,13.0,9.0,1
13099,2021-07-01,CD,CD,CD,CD,6,3+,3.0,4.0,9.0,1.0,6.0,5.0,1
13100,2021-07-01,CD,CD,CD,NC,2,2,19.0,31.0,,12.0,,,3
13101,2021-07-01,CD,CD,CD,CD,3,3,30.0,30.0,36.0,0.0,6.0,6.0,1
13102,2021-07-01,CD,CC,CL,NC,2,2,18.0,18.0,,0.0,,,2
13103,2021-07-01,CD,CD,CD,NC,2,2,12.0,28.0,,16.0,,,4
13104,2021-07-01,CD,CL,CL,CL,5,3+,3.0,6.0,14.0,3.0,11.0,8.0,1
13105,2021-07-01,CD,HPL,NC,NC,1,1,26.0,,,,,,4
13106,2021-07-01,CD,CD,CC,NC,2,2,9.0,10.0,,1.0,,,2
13107,2021-07-01,CD,CD,CD,NC,2,2,2.0,6.0,,4.0,,,3
13108,2021-07-01,CD,CD,CD,CD,3,3,11.0,21.0,33.0,10.0,22.0,12.0,1
13109,2021-07-01,CL,CL,CL,CC,3,3,10.0,24.0,30.0,14.0,20.0,6.0,1
13110,2021-07-01,CD,CC,CD,NC,2,2,8.0,8.0,,0.0,,,2
13111,2021-07-01,CD,CD,CD,CC,3,3,15.0,23.0,23.0,8.0,8.0,0.0,1
13112,2021-07-01,CD,CL,CL,NC,2,2,5.0,11.0,,6.0,,,2
13113,2021-07-01,CD,CD,CD,CD,3,3,14.0,19.0,35.0,5.0,21.0,16.0,1
13114,2021-07-01,CD,TW,CD,NC,2,2,25.0,32.0,,7.0,,,1
13115,2021-07-01,CL,CD,CL,CL,4,3+,4.0,12.0,22.0,8.0,18.0,10.0,1
13116,2021-07-01,CD,CL,CD,NC,2,2,5.0,10.0,,5.0,,,1
13117,2021-07-01,CD,CD,HPL,CD,3,3,20.0,33.0,33.0,13.0,13.0,0.0,1
13118,2021-07-01,TW,CL,CC,NC,2,2,29.0,29.0,,0.0,,,1
13119,2021-07-01,CD,CD,CD,CD,4,3+,15.0,20.0,26.0,5.0,11.0,6.0,1
13120,2021-07-01,CD,CD,CL,CD,4,3+,4.0,18.0,28.0,14.0,24.0,10.0,1
13121,2021-07-01,CD,CD,CD,NC,2,2,15.0,23.0,,8.0,,,2
13122,2021-07-01,CL,CL,CL,CL,4,3+,14.0,27.0,38.0,13.0,24.0,11.0,1
13123,2021-07-01,CD,CL,CD,CD,5,3+,9.0,16.0,16.0,7.0,7.0,0.0,1
13124,2021-05-01,CD,CD,CD,CD,6,3+,5.0,10.0,20.0,5.0,15.0,10.0,1
13125,2021-05-01,CD,CD,CD,CD,5,3+,5.0,11.0,32.0,6.0,27.0,21.0,1
13126,2021-05-01,CD,CD,CD,CL,6,3+,2.0,9.0,13.0,7.0,11.0,4.0,1
13127,2021-06-01,CD,CD,CD,CD,3,3,13.0,24.0,30.0,11.0,17.0,6.0,1
13128,2021-06-01,CD,CD,CC,CD,3,3,12.0,12.0,33.0,0.0,21.0,21.0,1
13129,2021-05-01,CD,CL,CL,CL,4,3+,19.0,22.0,33.0,3.0,14.0,11.0,1
13130,2021-05-01,CD,CL,CL,CL,4,3+,11.0,14.0,20.0,3.0,9.0,6.0,1
13131,2021-07-01,CD,CD,CD,NC,2,2,32.0,36.0,,4.0,,,3
13132,2021-05-01,CD,CD,CD,CD,5,3+,12.0,12.0,19.0,0.0,7.0,7.0,1
13133,2021-07-01,TW,CL,CL,CL,4,3+,3.0,16.0,27.0,13.0,24.0,11.0,1
13134,2021-05-01,TW,CD,CD,CL,3,3,11.0,39.0,39.0,28.0,28.0,0.0,1
13135,2021-07-01,CD,HPL,CD,NC,2,2,28.0,35.0,,7.0,,,1
13136,2021-06-01,CD,CD,CD,CC,3,3,4.0,6.0,20.0,2.0,16.0,14.0,1
13137,2021-06-01,CD,CD,CD,CD,4,3+,6.0,23.0,32.0,17.0,26.0,9.0,1
13138,2021-07-01,CD,CL,HPL,CD,4,3+,15.0,20.0,31.0,5.0,16.0,11.0,1
13139,2021-07-01,CD,CC,CD,NC,2,2,0.0,11.0,,11.0,,,1
13140,2021-07-01,CD,CC,CC,NC,2,2,0.0,18.0,,18.0,,,1
13141,2021-07-01,CD,CD,CD,CD,4,3+,10.0,11.0,17.0,1.0,7.0,6.0,1
13142,2021-07-01,CC,CD,CL,CD,3,3,8.0,20.0,38.0,12.0,30.0,18.0,1
13143,2021-05-01,CD,CD,TW,CD,6,3+,9.0,11.0,23.0,2.0,14.0,12.0,1
13144,2021-07-01,TW,CD,CL,CL,4,3+,3.0,9.0,16.0,6.0,13.0,7.0,1
13145,2021-05-01,CD,CD,CD,HPL,4,3+,30.0,36.0,40.0,6.0,10.0,4.0,1
13146,2021-07-01,CD,CD,CD,CD,3,3,27.0,34.0,35.0,7.0,8.0,1.0,1
13147,2021-05-01,CD,CD,CD,CD,3,3,6.0,10.0,19.0,4.0,13.0,9.0,1
13148,2021-05-01,CD,CD,CC,CD,3,3,28.0,31.0,35.0,3.0,7.0,4.0,1
13149,2021-06-01,CD,CD,CL,NC,2,2,9.0,39.0,,30.0,,,1
